Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
193010, -16.08,  -4.38, -99.99,  -3.05,  -4.86,  -4.56,  -9.04,  -7.07,  -5.30,  -5.24, -99.99,  -2.28,  -4.99, -12.47, -10.11,  -4.48, -13.09, -21.42,  -9.45, -99.99, -10.79, -18.64, -11.43, -17.03, -10.39, -99.99, -99.99, -10.97, -12.46,  -8.45,  -8.45,  -4.12, -13.46,  -5.20, -14.62, -99.99, -10.00, -12.04, -13.10,  -4.33,  -7.19,  -6.32,  -8.85, -10.48,  -3.74, -10.44, -16.54, -18.54, -16.58
193011,   2.70,   0.61, -99.99,   3.54,  -1.58,  -8.13,  -6.37,  -2.99,  -1.94,   1.28, -99.99,  -5.21,  -3.94,  -0.40,   7.50,  -4.35,  -2.24,  -6.86,  -1.41, -99.99,  -1.44,  -3.61,   4.28,  -5.81,   7.10, -99.99, -99.99,   4.51,  -9.62,  -3.97,  -9.15,  -3.27,   7.78,  -5.71,  -4.51, -99.99,   5.89,  -2.77, -15.07,   0.30,  -5.84,   2.75,   2.42,  -2.83,  -7.22,  -1.75, -12.01, -10.64,  -2.54
193012, -23.58,  -4.13, -99.99, -11.58,  -3.79,  -4.60, -17.48,  -6.16,  -6.18,  -8.86, -99.99,  -4.80,  -8.05,  -5.11, -16.28,  -6.68, -14.22, -14.11,  -9.71, -99.99, -10.05, -12.98,  -1.82, -18.46, -14.50, -99.99, -99.99,  -9.26,  -9.12, -12.79,  -3.98,  -5.02, -13.40,  -1.64,  -0.17, -99.99, -12.54, -11.98, -24.19,  -5.92,  -8.75,  -4.57, -14.21,  -9.23,   1.09, -12.70, -18.01, -15.21, -11.77
193101,  15.81,   4.46, -99.99,   4.58,   6.30,  -1.67,  17.05,   0.60,   7.79,  -0.28, -99.99,   9.92,   7.68,  -0.89,  16.67,  12.23,   7.59,  -3.02,   2.53, -99.99,   5.45,   5.05,   6.79,  22.17,   6.74, -99.99, -99.99,   6.53,  12.82,   4.66,   5.33,   4.79,  45.24,   6.07,   5.85, -99.99,   0.48,   5.61,  34.04,   2.55,  11.15,   4.61,   6.88,   6.78,   3.33,  14.15,   5.57,  26.37,  18.09
193102,  13.17,   6.34, -99.99,  16.75,   5.75,   7.21,   8.48,   1.37,   6.15,   2.68, -99.99,   1.76,   8.19,  13.06,  20.24,  15.44,  14.10,  14.61,  13.75, -99.99,  11.13,  25.06,  15.86,  28.14,   5.52, -99.99, -99.99,  13.66,  -0.69,   5.34,  14.82,   5.95,  31.15,   2.01,  14.30, -99.99,  16.73,  14.01,  74.60,  11.99,   1.77,  -2.05,  14.82,  10.72,  15.56,   6.49,  22.12,  20.15,  12.76
193103, -11.74,  -2.63, -99.99, -26.68,  -0.41,  -8.01,  -7.81,  -1.47,  -3.92,  -0.09, -99.99,  -2.29,   2.19,  -7.61,   9.41,  -3.44,  -8.21,  -1.24,  -7.75, -99.99,  -8.71,  -8.67,  -4.33, -10.20,  -7.86, -99.99, -99.99,  -7.57, -13.18, -14.61,  -3.15,  -4.74,  72.50,  -3.38,  -8.22, -99.99,  -4.85,  -8.05, -16.36,  -0.51, -10.82,  -3.78,  -3.55,  -6.47, -13.05,  -5.00, -18.51,  -8.12,  20.85
193104,  -2.16,  -9.21, -99.99, -21.81,   2.61, -12.70, -28.00,  -8.60,  -4.95,  -8.27, -99.99,  -6.43,  -3.01, -13.01, -20.36, -12.70, -14.15, -13.32, -17.63, -99.99, -15.88, -14.74,  -7.92, -12.54, -19.21, -99.99, -99.99, -12.98, -10.85, -13.82,  -9.24,  -4.25, -17.39,  -7.98, -10.10, -99.99, -22.82,  -4.45, -25.00,  -8.68,  -7.58,  -4.64,  -5.08, -12.95, -12.12,  -8.82, -14.46, -18.06, -17.88
193105,  -6.76, -13.02, -99.99,  -9.66, -11.73,  -5.74, -24.77,  -9.72, -11.02,  -0.68, -99.99, -18.72,  -9.44, -12.58, -11.93,  -7.56, -15.45, -18.31, -20.81, -99.99, -19.69, -11.47, -17.31, -12.34, -18.48, -99.99, -99.99,  -8.74, -18.65, -13.20, -11.57,  -8.94, -15.79, -40.28, -18.23, -99.99, -18.37, -16.56, -21.74, -15.31, -17.93, -15.20,  -3.09,  -6.67,  -5.18, -15.96, -28.45, -20.96,  -7.93
193106,   6.33,  10.09, -99.99,  10.21,  11.94,   5.22,  21.64,  -1.48,   8.32,  10.24, -99.99,   9.24,   9.04,  18.93,  12.26,   7.98,  14.16,  11.25,  18.29, -99.99,  11.49,  17.56,  15.01,  23.42,  19.16, -99.99, -99.99,   6.08,  21.81,  17.01,  10.71,   8.82,  29.17,   8.32,  22.63, -99.99,  16.67,  14.07,  11.11,  15.20,  15.22,   1.96,   7.61,   4.03,  16.67,  15.78,  16.46,  26.14,  14.67
193107,   0.17,  -4.73, -99.99, -10.54,  -3.57, -15.75,  -8.43,  -2.14,  -2.50,  -3.37, -99.99,  -6.39,   4.17,  -6.51, -11.78,  -6.45,  -9.59, -13.93, -15.48, -99.99, -12.30, -10.44,  -2.60, -10.70,  -9.31, -99.99, -99.99,  -8.20, -17.19,  -3.07,  -5.59,  -4.88,  -6.32,  -5.52, -13.36, -99.99,  -6.51,  -8.53, -13.33, -13.52, -11.16,  -8.43,  -1.45,  -8.33, -16.15,  -8.02, -10.07,  -8.36,   7.50
193108,  -3.69,   1.57, -99.99,  13.82,  -4.10,  -2.60,   7.55,  -5.69,  -1.11,  -2.58, -99.99,   5.52,  -1.62,   0.78,  -7.49,   0.31,  -3.54,  -0.53,   0.05, -99.99,  -2.39,   3.80,  -4.15,   5.02,  -7.35, -99.99, -99.99,   1.89,  -2.89,   8.92,  -2.18,   0.82,   0.65,  -4.24,   1.76, -99.99,  -2.81,   4.89,   1.92,   0.90,  -7.15,   1.37,   2.64,   1.10,   4.68,  -0.66,   5.90,  -0.18,   0.37
193109, -37.23, -28.65, -99.99, -25.17, -22.39, -27.30, -43.60, -20.96, -34.97,  -9.76, -99.99, -28.81, -30.20, -30.90, -32.39, -22.03, -31.66, -35.71, -27.48, -99.99, -34.08, -34.82, -35.03, -40.89, -26.25, -99.99, -99.99, -32.68, -30.17, -30.03, -33.34, -22.89, -27.06, -23.00, -35.48, -99.99, -42.47, -29.93, -39.62, -23.80, -21.02, -26.99, -30.70, -28.50, -36.14, -45.96, -36.60, -40.23, -24.40
193110,  -6.80,  11.21, -99.99,  24.41,   5.97,   7.80,  19.61, -22.90,  14.68,  -2.53, -99.99,  16.81,  10.17,   4.62,   4.17,   1.87,   5.80,   1.99,   1.90, -99.99,   8.92,  10.84,  12.01,  13.07,  11.96, -99.99, -99.99,  18.57,   0.94,  14.37,  10.16,   4.34,   5.75,   4.61,  10.48, -99.99,   8.78,   9.55, -15.62,  11.31,  -3.69,   6.89,  13.80,  10.97,  27.14,  28.95,   8.76,   7.65,   4.90
193111,  -9.25,  -3.01, -99.99, -10.66,  -6.86,  -9.25, -31.52,  -9.95,  -7.72,  -1.52, -99.99,  -8.99,  -3.16,  -5.92,  -4.00, -10.14,  -9.00, -16.87, -10.23, -99.99,  -8.04, -15.87,  -5.80,  -3.71, -17.49, -99.99, -99.99, -15.52, -17.73,  -9.46,  -5.34,  -6.86, -10.70,  -6.05,  -5.91, -99.99,  -2.84, -11.93, -11.11, -11.27, -22.06, -17.78, -10.99, -14.57,   5.87, -10.64, -14.15, -12.93,  -7.18
193112, -18.57, -11.08, -99.99,  -7.83,  -7.26, -36.95, -32.02, -22.73,  -9.18, -15.79, -99.99,  -7.67,  -4.28,  -6.95, -12.50,  -7.19, -18.72, -18.04, -26.53, -99.99, -18.50, -15.44,  -8.43, -14.61, -19.62, -99.99, -99.99, -14.00, -23.30, -19.05, -13.66,  -9.69,  -6.64, -21.31, -10.92, -99.99, -21.13, -14.32, -25.00, -12.42, -15.67, -22.33, -15.60, -15.27, -25.50, -17.62, -23.04, -23.70, -13.91
193201, -12.46,  -1.55, -99.99,  -6.65,   8.12, -14.43,  18.96,  -6.70,  -0.25,   4.65, -99.99,   0.94,  -3.37,  -6.17,   0.00,   0.36,  -2.02,   2.55,   3.16, -99.99,   1.32, -14.37,  -8.05,   9.69,  12.13, -99.99, -99.99,   1.22,   5.70,  -5.27,  -2.72,  -4.04,   0.18,  -0.61,  -4.14, -99.99,   0.09,  -3.34,  27.78,  -0.81,   7.59,  -0.99,   0.50,  -3.91,  19.00,  -1.15,   1.18,   3.18,   6.95
193202,  25.93,   6.36, -99.99,  17.80,   1.76,  10.45,   6.04,  -2.06,   2.85,   0.81, -99.99, -10.12,   2.51,   7.92,  -3.57,   2.88,  10.92,   3.95,   4.57, -99.99,  -2.15,   8.59,   0.31,  -3.37,   4.58, -99.99, -99.99,  -2.25,  -3.50,   7.67,   6.14,  11.63,   3.74,  -0.61,   2.85, -99.99,  -3.83,  -1.73,  -4.35,  10.22,  -4.70,   3.82,   3.37,   7.43,  15.31,   7.34,   7.61,  15.17,   3.37
193203, -15.15,  -7.91, -99.99, -11.29,  -5.43,  -9.10, -24.09, -12.69, -16.73,  -4.15, -99.99,  -5.35,  -7.44, -12.16, -11.11,  -4.62, -15.71, -11.07, -16.84, -99.99, -13.52, -18.16, -22.27, -30.12, -17.42, -99.99, -99.99,  -6.84, -17.17,  -0.87, -10.04, -11.69, -10.62,  -3.19,  -9.24, -99.99, -19.30,  -6.56,   6.82,  -8.59, -18.16, -43.85,  -9.42,  -8.77, -19.10, -12.63,  -0.56, -17.47, -15.20
193204, -15.70, -13.46, -99.99, -10.53,  -9.94,  -2.87, -25.15, -13.35, -10.62,  -5.07, -99.99, -20.48, -19.76, -33.64, -30.56, -12.15, -15.56, -19.08, -19.60, -99.99, -20.44, -23.05, -28.95, -13.50, -17.97, -99.99, -99.99, -14.59, -17.53, -13.97, -15.72, -12.40, -31.72, -11.16, -19.82, -99.99, -25.16, -33.22, -44.68, -29.66, -24.97,  -5.89, -16.54, -19.81, -15.19, -42.22, -27.89, -14.35, -13.51
193205, -36.45, -22.76, -99.99, -25.30, -22.40, -43.34, -44.28, -25.89, -21.06,  -3.95, -99.99, -25.40, -37.73, -11.34, -22.00, -23.01, -17.45, -20.76, -23.00, -99.99, -22.03, -33.74, -20.01, -28.65, -23.22, -99.99, -99.99, -11.17, -22.03,  -6.79, -27.72, -10.81, -15.25, -12.72, -13.51, -99.99, -16.08, -18.46, -38.46, -16.91, -34.44, -36.62, -29.57, -26.11, -31.41, -34.14, -52.54, -29.09, -14.82
193206,   4.63,  -2.30, -99.99,  19.26,   4.49,  -9.51,   9.53, -25.36, -15.69,  -7.01, -99.99,  14.95,   8.50,  -5.78,  -7.69,  -5.46,   3.11,  -7.26,   1.90, -99.99,  -7.22,   9.13,  -7.73,   8.32,   8.88, -99.99, -99.99, -11.88,  -6.13,   5.85,   0.66, -12.09,   5.29, -20.29,  -1.24, -99.99,  -3.50,  -1.57, -56.25,  -3.91,  -4.11,   6.56,  -1.52,  -2.63,  10.85,  15.21,  -8.10,   0.89,  -2.86
193207,  91.34,  27.52, -99.99,  18.48,  24.60,  57.80,  66.60,  42.15,  32.30, -21.04, -99.99,  16.25,  31.60,  28.35,  41.67,  30.27,  35.16,  27.73,  62.10, -99.99,  43.54,  55.49,  44.34,  41.17,  44.17, -99.99, -99.99,  45.84,  56.22,  34.66,  29.09,  16.70,  11.75,  32.78,  23.99, -99.99,  36.70,  13.10,  42.86,  21.47,  61.33,  15.01,  27.04,  25.09,  34.45,  62.04,  24.21,  54.11,  28.25
193208,  22.49,  23.95, -99.99,  40.15,  16.65,  13.80,  69.37,  33.11,  26.33,  27.05, -99.99,  25.60,  35.16,  35.70,  96.08,  58.24,  34.51,  60.96,  59.08, -99.99,  51.50,  50.01,  46.97,  72.37,  32.55, -99.99, -99.99,  29.31, 125.43,  15.96,  42.55,  28.17,  30.37,  16.61,  36.61, -99.99,  61.59,  25.42, 300.00,  40.50,  65.01,  57.64,  32.17,  24.50,  30.01,  39.52,  47.67,  66.79,  24.14
193209, -20.25,  -1.41, -99.99,  -3.05,  -0.79,   5.60, -11.78,   4.27,   0.22,  -0.30, -99.99,  -4.25, -13.74,   5.35, -24.00, -11.33,   3.51,  -8.90, -10.07, -99.99,  -4.80,  -6.40,   5.61,  26.03,   0.59, -99.99, -99.99,  -6.41,  -6.17, -10.48,  -5.02,  -1.69, -18.35,  -3.49,  -7.37, -99.99,  -5.69,  -2.25, -35.00,  -3.25,  -3.00,  24.79,   2.48,  -0.26,  -3.13,  -7.33,  -8.36,  -8.03,  -6.15
193210, -19.37,  -9.42, -99.99, -12.67, -14.04, -17.12, -26.33, -22.49, -12.35,  -8.75, -99.99, -14.39, -19.45, -16.50, -15.79, -13.09, -14.81, -23.74, -15.80, -99.99, -22.44, -21.31, -24.72, -21.25, -22.67, -99.99, -99.99,  -7.29, -21.24,  -3.10, -10.97,  -8.13, -17.57, -10.87, -15.65, -99.99, -30.53,  -5.07,   0.00,  -4.98, -19.64, -20.78, -12.65, -14.25,  -3.10, -25.34, -10.13, -17.66,  -6.03
193211,  13.61,  -7.69, -99.99,  -5.26,  -9.31,   7.02, -12.41,  -1.73,  -5.41,  -4.36, -99.99,  -0.70,   4.03,  -2.37, -18.75,  -9.63,  -5.90,  -7.96, -22.57, -99.99,  -7.10,  -9.38,  -3.96, -10.02,  -4.61, -99.99, -99.99,   2.12, -19.43,  -5.11,  -4.36,  -1.12,   0.86,  -4.60,  -6.99, -99.99,   2.47,  -3.88,   0.00,  -3.25,  -9.89, -10.38,  -6.42,  -6.76, -14.98,   9.55, -12.33,  -3.65,  -9.18
193212,  11.40,   5.54, -99.99,   6.51,  -0.30, -22.00, -12.05, -13.57,   1.56,  -3.36, -99.99, -11.54,   9.58,  12.54,   1.92,  -7.28,   1.68,  -9.98,  -8.41, -99.99,   1.96,   4.06,   5.10,  20.35,  -4.67, -99.99, -99.99,  -2.81,  -7.78,   0.09,   8.67,   1.51, -15.71,  -2.61,   2.85, -99.99,  -1.86,  10.61, -38.46,   9.13,   5.21, -10.07,   4.69,   2.48,   1.51,   2.05, -17.30,  10.05,  -5.94
193301,  18.92,  -0.80, -99.99, -15.51,  11.34, -10.89, -24.88,  -1.49,  -8.60,  10.54, -99.99,   2.11,  -1.76,   3.82,   7.55,  -2.45,  -1.84,   4.03,   2.64, -99.99,   6.62,  -0.40,   0.26,  -1.78,  19.34, -99.99, -99.99,  -0.35,   9.49,  -3.45,  -4.53,   0.30,  -3.83,   8.16,   2.22, -99.99,  -3.18,   6.85,  -6.25,   9.48,  14.33,  -7.18,  -2.83,   8.80,  30.57,   8.37,   8.22,  -2.73,  -3.66
193302, -10.22,  -9.87, -99.99, -11.59,  -9.82,  -9.17, -20.06, -19.85, -21.29,  -4.64, -99.99, -18.56, -11.45, -16.48, -22.81,  -7.43, -15.71, -26.55, -17.06, -99.99, -23.73, -22.44, -26.10, -27.02, -11.00, -99.99, -99.99,  -8.38, -23.41, -14.46, -20.61,  -7.77, -25.66, -12.91, -15.61, -99.99, -18.57, -12.82, -26.67, -13.08, -17.01,  -7.80, -18.86, -18.24, -21.59, -22.86, -27.87, -19.73,  -2.20
193303,  25.61,   9.99, -99.99,  25.52,   6.77,  50.51, -15.25,  15.63,  11.57,   7.16, -99.99,   4.40,  -4.96,   4.08,  13.64,   2.09,  13.38,  -1.47,  14.64, -99.99,  23.40,   6.59,   9.63,   9.13,  14.83, -99.99, -99.99,   8.17,   9.07,   4.09, -13.27,  -8.13,  -5.68,   3.39,   3.78, -99.99,   2.71,   2.45,  81.82,   6.52,   6.36,   0.07,   8.38,  -0.38,   4.05, -16.78,   5.14,  -8.15,  -2.80
193304,  42.64,  32.32, -99.99,  29.02,  32.97,   0.00,  69.57,  53.73,  56.98,  41.36, -99.99,  22.12,  39.38,  46.22,  84.00,  52.97,  39.71,  37.21,  80.82, -99.99,  48.59,  59.58,  81.85,  44.44,  48.47, -99.99, -99.99,  26.11,  35.74,  39.00,  25.14,  13.22,   7.14,  12.62,  53.06, -99.99,  50.31,  24.40,   0.00,  42.16,  27.87,  45.16,  42.67,   9.83,  41.79,  75.11,  49.12,  38.62,  35.23
193305,  13.31,  10.75, -99.99,  87.61,   8.45, 140.45,  47.87,  18.43,  17.88,  25.92, -99.99,  11.95,  23.55,  28.35,  45.65,  39.45,  42.36,  60.62,  23.27, -99.99,  30.25,  18.94,  24.46,  23.66,  26.54, -99.99, -99.99,  32.51,  31.69,  16.64,  18.47,  17.37,  84.67,  20.26,  22.16, -99.99,  48.98,  20.00, 230.00,  14.09,  32.39,  57.49,  16.37,  24.73,  25.32,  30.36,  46.83,  24.65,  44.25
193306,  18.76,  11.96, -99.99,  35.17,   3.96,  26.47,  17.50,  34.08,   6.35,   1.52, -99.99,   6.41,  10.48,  11.44,  -1.49,  20.20,  21.89,  11.54,  11.25, -99.99,  14.30,   9.79,  19.67,   7.28,  25.96, -99.99, -99.99,  11.98,  24.71,  12.01,  15.23,   8.63,  -6.30,   7.57,  18.40, -99.99,   0.08,   5.77,   9.09,   5.08,  13.43,  49.90,  15.75,  11.18,  16.62,  12.34,  38.62,  18.20,  21.87
193307,  -9.05,  -8.27, -99.99, -14.97,  -2.13, -26.85,  -5.05, -24.77,  -9.81,  -4.35, -99.99, -12.46, -19.97,  -9.35, -26.52, -15.71, -14.71, -19.49, -10.18, -99.99, -20.11, -11.36,  -6.84, -13.39, -18.38, -99.99, -99.99,  -8.88, -24.33, -11.66, -13.71,  -4.37,  -9.45,  -7.43, -13.96, -99.99,  11.20,  -7.88,  -4.17,  -6.40,  -4.47, -13.77, -13.48, -16.33, -18.56,  -5.05, -26.32, -12.18,   3.91
193308,  19.43,   7.82, -99.99,  33.20,   9.50,   9.95,  31.10,  28.89,  11.22,   5.75, -99.99,  -2.14,  -1.56,  21.03,  44.33,  10.79,  15.01,   6.64,  11.54, -99.99,  19.58,  13.47,  19.18,  23.13,  24.33, -99.99, -99.99,  17.00,  16.81,  18.99,  -1.93,   4.53,   6.68,  -1.78,  12.91, -99.99,   8.47,   9.87, -17.39,  10.78,  15.49,  12.52,   6.56,   8.03,  22.92,   8.41,  14.58,   7.20,  17.46
193309, -13.09,  -9.22, -99.99,  -5.80,  -4.37, -10.36,  -8.13, -25.71, -12.17, -12.88, -99.99,  -4.77,  -1.31,  -7.94,  -5.71, -10.50, -13.87, -30.62,  -8.99, -99.99, -15.93, -19.59, -15.15, -20.26, -11.90, -99.99, -99.99,   5.23, -20.53,  -2.24, -20.08,  -5.29, -16.57, -13.69, -15.15, -99.99,  -9.56,  -8.38, -17.54,  -4.28, -20.41, -21.77,  -8.80, -12.55,  -3.90, -15.21, -18.14, -19.76, -13.51
193310,  -1.36,  -8.99, -99.99,  -6.53, -11.64, -31.02, -11.35,  -5.37,  -7.18,  -3.70, -99.99,  -8.22,  -5.82,  -5.12, -15.15,  -9.88,  -6.79,  -8.22, -12.61, -99.99,  -5.41, -10.89, -10.31, -13.24, -14.41, -99.99, -99.99,  -4.78, -17.87,  -4.58,  -7.66,  -7.19, -10.75,  46.31,  -6.32, -99.99, -12.79,  -7.19, -36.17,  -3.41, -12.67,  -7.56,  -7.71, -16.76, -11.58,  -5.41, -15.44, -14.86,  -5.66
193311,  11.30,   5.27, -99.99,  -7.19,   3.73,  14.91,   4.16,  -3.92,   7.46,   9.56, -99.99,   7.49,   8.01,  14.67,   3.57,   2.98,  10.72,   0.58,  10.94, -99.99,  13.16,  12.05,  24.20,  17.46,  10.20, -99.99, -99.99,  -0.41,   8.04,  13.98,  -3.56,   5.63,  -1.16,   3.11,  18.51, -99.99,  12.10,  10.39,  -3.33,  10.66,   6.04,   7.39,  14.16,   6.13,   5.52,   0.63,  11.60,   7.92,   6.69
193312,  -7.48,  -3.57, -99.99,  -1.49,  -5.85, -11.61,  -4.06,   2.29,  -4.37,  -2.76, -99.99, -23.38, -10.66,   6.63,  16.38,   6.19,   3.63,  -3.40,   4.89, -99.99,   1.99,   0.16,   9.57,   1.37,  10.93, -99.99, -99.99,  -1.78,  -3.87,  -1.25,   0.85,  -5.60, -15.86,   0.35,   0.71, -99.99,  26.46,   3.35,  24.14,   3.00,   6.64,  -8.14,   4.49,  -1.33,  10.46,  -2.23,   6.84,   1.93,   5.69
193401,   9.22,   9.83, -99.99,  15.35,   6.41,  28.63,  15.86,  25.94,   9.64,  16.29, -99.99,  30.28,  15.28,   4.49,  18.52,  22.55,  15.60,  36.47,  12.79, -99.99,  18.56,  17.33,  12.98,  50.86,  12.33, -99.99, -99.99,   2.02,  25.97,   8.31,  20.35,   5.96,  65.18,   8.34,  12.79, -99.99,  40.79,  10.34,  16.67,   3.40,  20.69,  26.07,  16.62,  30.18,  30.35,  33.07,  29.13,  19.79,  11.84
193402,  -0.36,  -7.28, -99.99, -12.45,  -4.04,  -1.14,   9.91,  -1.44,   0.36,  -3.54, -99.99,  -7.52,  -4.58,  -2.97,   0.63,   1.10,  -6.71,  -6.68,  -1.99, -99.99,  -4.33,  -8.19,  -2.97, -19.25,  -3.06, -99.99, -99.99,   2.40,  -0.03,  -3.85,  -2.67,   2.12,  -0.35,   2.41,  -4.66, -99.99,  -3.12,   1.26,   2.38,   2.16,  -3.74,   5.37,   2.50,   5.57,  10.40,  -2.28,  -9.98,  -4.35,   5.71
193403,   4.52,   0.95, -99.99,   2.84,  -1.35,  -2.91,   5.07,  10.97,  -6.15,  -2.86, -99.99,  -1.66,  -0.88,  -1.13,  -2.48,   0.39,  -1.62,  -4.48,  -1.26, -99.99,  -0.55,   5.99,  -0.37,   1.52,  -0.15, -99.99, -99.99,   4.41,  -6.95,  -1.47,  -2.02,  -0.54,   5.17,  -2.48,  -5.00, -99.99,  -3.41,  -4.14,  30.23,  -1.60,  -0.17,   2.32,   2.00,   6.56,   3.76,   1.98,  -2.35,  -0.98,  -1.38
193404,   8.15,   2.45, -99.99,  -1.15,   4.10,  19.79,  -4.86,   9.30,  -0.86,  -1.57, -99.99,  -0.83,   8.93,  -3.37,   1.91,  -2.46,  -1.15,  -7.63,  -4.80, -99.99,  -4.16,  -4.41,  -6.61,  -8.68,   0.19, -99.99, -99.99,  -3.11,  -1.82,  -2.08,  -3.90,  -1.25,  -1.50,   3.63,  -0.85, -99.99,  -0.39,   7.20,   8.93,   2.22,  -1.51,   1.91,  -1.55,  -5.99,   2.54,   3.05,  -8.48,  -2.71,  -1.94
193405,  -2.86,  -4.60, -99.99, -17.58,   0.69, -11.77,  -2.10,  -8.33,  -6.13,  -5.28, -99.99,  -4.22,  -1.39,  -7.59, -12.50, -12.09, -10.61, -15.01, -12.59, -99.99, -13.50,  -8.12, -13.70,  -9.25, -14.15, -99.99, -99.99,   0.69,  -9.06,  -5.06,  -8.65,  -4.30,  -7.92,  -2.49,  -8.05, -99.99, -11.40,   2.82, -22.95,  -7.64,  -9.12,  -9.37,  -7.84, -13.72,  -9.37,  -5.80,  -6.90,  -8.68,  -8.30
193406,   2.12,   2.83, -99.99,  -2.82,   4.38, -14.20, -13.81,  -1.35,   6.25,   1.21, -99.99,  -1.05,   2.01,   4.30,  -2.86,   1.57,   4.96,   2.12,   6.04, -99.99,   2.27,   0.90,  -2.90,  -5.55,  -2.84, -99.99, -99.99,   2.65,   3.11,   1.14,   4.01,  -0.61,  10.06,   1.17,   7.92, -99.99,   5.53,   1.96, -25.53,   4.27,   3.07,  -3.04,   2.26,  -3.33,   9.48,   2.02,  -7.74,   3.71,   8.11
193407,  -7.75,  -5.53, -99.99, -24.35,  -0.93, -20.14, -25.15, -17.78,  -9.68,  -8.47, -99.99,  -4.92,  -1.66,  -5.28,  -8.82, -17.89, -16.47, -26.77, -16.38, -99.99, -18.32, -14.21, -14.42, -18.99, -17.24, -99.99, -99.99, -10.81, -23.15,  -9.49, -17.38,  -4.35, -24.57,  -9.28, -12.76, -99.99, -13.52,  -0.51, -20.00,  -4.07, -19.94, -16.95,  -8.14, -16.88,  -8.69, -11.31, -27.20, -18.50,  -5.82
193408,  10.68,   3.22, -99.99,  14.28,   2.95,   2.64,  22.69,   3.39,   7.50,   1.69, -99.99,  -3.05,  -4.33,   5.38,  10.48,   5.35,  10.31,  11.14,   8.78, -99.99,  10.11,   7.17,   9.17,   8.18,   0.04, -99.99, -99.99,   9.36,   8.53,   5.52,   0.86,   2.56,   8.07, -30.64,   7.05, -99.99,  13.61,   2.84,  25.00,   4.96,   2.56,   9.75,   4.11,   8.21,   9.52,   0.85,   8.58,   5.11,   5.09
193409,   1.10,  -2.53, -99.99,  -1.76,   1.89,  -8.93,  10.23,  -0.77,  -3.27,   0.61, -99.99,   1.43,   0.38,   0.63,   0.36,   3.73,  -2.60,  -0.26,  -4.48, -99.99,   2.32,  -1.37,   0.55,  -6.63,  -0.31, -99.99, -99.99,  -3.90,   3.57,  -2.67,   1.32,   0.04,  -7.09,  -0.30,  -0.78, -99.99,   2.98,   0.00, -25.71,   1.46,   0.13,   0.47,   2.35,  -3.44,  -0.53,   2.62,  -2.87,  -5.32,  -0.56
193410,  -5.82,  -0.79, -99.99,   3.21,   2.68,  -7.78,  -4.92,  -2.07,   5.38,   2.61, -99.99,   5.72,  -1.40,   0.10,   5.45,  -4.71,   3.42, -15.00,  -6.19, -99.99,   1.82,  -4.72,  -2.60,  -4.16,   4.08, -99.99, -99.99,  -6.73,  -0.52,  -4.83,  -7.78,  -1.69,   1.56,  46.63,   6.52, -99.99,   1.54,   5.76,   0.00,   0.71,  -3.32,   7.51,   1.60,  -3.31,   7.72,   8.94, -10.35,  -2.74,   2.88
193411,   2.54,   7.46, -99.99,  20.09,   8.38,  27.45,  13.13,  18.39,  11.56,   6.39, -99.99,   8.79,   2.22,   8.30,  15.17,  15.68,  14.79,   8.53,  12.94, -99.99,  20.86,  15.52,  16.98,  29.57,  17.28, -99.99, -99.99,  -1.56,   5.31,   6.28,  -1.50,  -1.73,   0.42,   3.97,  12.42, -99.99,  15.58,   6.40, 115.38,   7.90,   5.39,  11.67,   9.09,  10.15,  13.35,  12.96,  17.11,   4.67,  12.44
193412,   4.51,  -1.45, -99.99,   2.10,  -3.86, -13.83,  -1.46,   0.78,   0.56,   2.38, -99.99,  -2.44,   0.61,  -0.61,   2.99,  -4.94,   0.79, -10.30,   3.88, -99.99,   8.08,   4.82,   3.52,   4.60,  -0.93, -99.99, -99.99,   1.45,   0.34,   0.56,  -9.05,  -2.64,  20.42, -30.13,  -0.27, -99.99,  -1.09,  -0.22,  10.71,   4.27,  -0.69,   3.47,  -1.82,   3.22,   2.77,  -4.06,   2.41,   0.46,  -1.30
193501,  -3.41,  -0.36, -99.99,  -9.09,  -2.32,   0.28,  -7.74,  -5.85,   0.92,  -0.97, -99.99,   1.04,  -1.13,  -1.55,  -7.56,  -2.36,  -3.18,  -8.28,  -5.86, -99.99,  -0.86,   2.32,  -9.25,  -5.59,  -2.09, -99.99, -99.99,  -5.75,  -7.66,  -4.39,  -3.37,  -0.46, -12.41,  -6.34,  -2.98, -99.99,  -8.26,   0.45, -22.58,   0.06,  -7.74, -11.04,  -5.26,  -5.22,   0.75,  -5.59,  -5.94,  -9.18,  -5.46
